StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,sonaid,Q99_First Click,Q99_Last Click,Q99_Page Submit,Q99_Click Count,cons_imm_low,cons_imm_med,cons_imm_hi,cons_crim_low,cons_crim_med,cons_crim_hi,lib_imm_low,lib_imm_med ,lib_imm_hi,lib_crim_low,lib_crim_med,lib_crim_hi,online_communities,fact_sm,fact_sm_how,fact_online,fact_online_how,likely_click_1,likely_click_2,likely_click_3,likely_click_4,likely_click_5,likely_click_6,news_trust,effective_comm,discuss,dis_freq_1,past_12_1,past_12_2,past_12_3,past_12_4,past_12_5,past_12_6,social_amt _1,social_amt _2,social_amt _3,social_amt _4,social_amt _5,social_amt _6,social_amt _7,social_why _1,social_why _2,social_why _3,social_why _4,social_why _5,social_why _6,social_why _7,ideology ,party ,newsinterest_1,newsinterest_2,newsinterest_3,newsinterest_4,age,gender,ethnicity,ethnicity_6_TEXT,ethn_most,ethn_most_6_TEXT,comments,id,FL_7_DO,headlines_DO
12/1/2021 18:13,12/1/2021 18:26,IP Address,24.2.35.52,100,797,TRUE,12/1/2021 18:26,R_yO5i72mQoqJdl85,,,,,36.7335968,-120.0738983,anonymous,EN,70537,224.925,224.925,225.675,1,Somewhat biased,Somewhat unbiased,Somewhat biased,Neither biased or unbiased,Completely biased,Completely biased,Somewhat biased,Somewhat unbiased,Somewhat biased,Neither biased or unbiased,Mostly biased,Completely biased,Share your personal viewpoints on issues,Very,I have to find a reliable source. then make sure that reliable source is saying the truth by comparing it with others. ,Very,I find a reliable source to make sure it it correct. And then find another reliable source to check that one. ,Very,Very,Not at all,A little,Very,A little,A little,A moderate amount,Yes,6,Have,Have,Have not,Have not,Have,Have,under 1 hr/day,2+ hrs/day,none,2+ hrs/day,none,none,1-2 hrs/day,catch up with friends,entertainment,don't use,entertainment,don't use,don't use,entertainment,4,Democrat,5,8,3,5,22,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,70537,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 18:24,12/1/2021 18:35,IP Address,169.236.78.22,100,702,TRUE,12/1/2021 18:36,R_2PmMBOzi7yDnEUO,,,,,37.29719543,-120.4638977,anonymous,EN,78226,18.212,19.115,234.285,3,Somewhat biased,Mostly biased,Neither biased or unbiased,Completely biased,Completely biased,Completely biased,Somewhat biased,Mostly biased,Neither biased or unbiased,Mostly biased,Completely biased,Mostly biased,Communicate with other in your community,Extremely,"Check multiple, credible online news sources",Extremely,Check credible news sources ,Extremely,Extremely,Somewhat,Very,Very,Very,A lot,A moderate amount,Yes,4,Have,Have not,Have,Have,Have,Have,none,1-2 hrs/day,none,2+ hrs/day,none,under 1 hr/day,1-2 hrs/day,don't use,catch up with friends,don't use,entertainment,don't use,news/gain information,entertainment,3,Democrat,7,8,3,6,18,Female,Asian-American/Pacific Islander,-99,Asian-American/Pacific Islander,-99,-99,78226,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 18:52,12/1/2021 18:56,IP Address,169.236.78.23,100,250,TRUE,12/1/2021 18:56,R_2hpVZXVCbNaoZkB,,,,,37.29719543,-120.4638977,anonymous,EN,75511,,,,,Somewhat biased,Somewhat biased,Neither biased or unbiased,Neither biased or unbiased,Mostly biased,Mostly biased,Somewhat unbiased,Somewhat biased,Somewhat biased,Somewhat biased,Mostly biased,Somewhat biased,Communicate with those outside of your direct community,A little,News Articles,A little,50% of the time,A little,A little,Not at all,Not at all,A little,Very,A little,A little,Yes,2,Have,Have not,Have,Have,Have,Have,under 1 hr/day,under 1 hr/day,under 1 hr/day,1-2 hrs/day,none,none,under 1 hr/day,entertainment,entertainment,entertainment,entertainment,don't use,don't use,entertainment,5,Democrat,3,1,-99,3,21,Female,Other,Middle Eastern ,Other,Middle Eastern,-99,75511,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 19:17,12/1/2021 19:37,IP Address,98.224.113.156,100,1174,TRUE,12/1/2021 19:37,R_1OUftucMtr7vIkB,,,,,36.9427948,-120.0825958,anonymous,EN,72406,0,0,238.841,0,Somewhat biased,Somewhat biased,Mostly biased,Somewhat unbiased,Mostly biased,Completely biased,Somewhat unbiased,Completely biased,Completely biased,Mostly biased,Somewhat biased,Completely biased,Communicate with other in your community,Not at all,,A little,"I should use a fact-checking website (I recently discovered snopes) but I often just look up more articles, which isn't the most productive since the algorithm shoots out what you want to see. ",Very,Very,A little,A little,A little,Somewhat,A little,None at all,Yes,3,Have,Have,Have,Have,Have,Have,under 1 hr/day,2+ hrs/day,none,2+ hrs/day,none,none,under 1 hr/day,news/gain information,catch up with friends,don't use,entertainment,don't use,don't use,entertainment,5,Independent,3,2,1,1,21,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,72406,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 19:55,12/1/2021 20:07,IP Address,169.236.78.23,100,748,TRUE,12/1/2021 20:07,R_3CQ5JlIxAbBW8B5,,,,,37.29719543,-120.4638977,anonymous,EN,79783,,,,,Neither biased or unbiased,Somewhat biased,Neither biased or unbiased,Completely unbiased,Mostly biased,Completely biased,Somewhat biased,Neither biased or unbiased,Somewhat unbiased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Communicate with other in your community,Somewhat,"I look at it then google the headline, topic, or whatever piece of news I read and look through multiple articles to see what facts align and if some have any extra stuff in it.",Somewhat,"Same way I stated last time, just minor adjustments depending on what type of article or fact it was.",Very,Very,Somewhat,Not at all,Not at all,A little,A little,A little,Yes,-99,Have not,Have not,Have not,Have,Have,Have not,none,2+ hrs/day,none,none,none,under 1 hr/day,2+ hrs/day,don't use,unwind/relax,don't use,don't use,don't use,entertainment,entertainment,-99,-99,2,1,-99,-99,18,Decline to answer,Asian-American/Pacific Islander,-99,Asian-American/Pacific Islander,-99,-99,79783,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 20:10,12/1/2021 20:18,IP Address,169.236.78.23,100,489,TRUE,12/1/2021 20:18,R_wLZ1uYJRDOieEh3,,,,,37.29719543,-120.4638977,anonymous,EN,79129,,,,,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Completely biased,Completely biased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Mostly biased,"Gain information, learn about the news",Somewhat,check google,A little,Check other sources,Very,Very,Very,Very,Very,Very,A little,A moderate amount,No,2,Have,Have not,Have not,Have,Have,Have,none,2+ hrs/day,under 1 hr/day,2+ hrs/day,none,none,2+ hrs/day,don't use,catch up with friends,news/gain information,entertainment,don't use,don't use,entertainment,Left  1,Democrat,8,6,5,8,20,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,79129,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 20:12,12/1/2021 20:23,IP Address,67.182.1.192,100,665,TRUE,12/1/2021 20:23,R_2ZCtGyGo04vH0MR,,,,,37.29719543,-120.4638977,anonymous,EN,76531,229.234,229.234,230.347,1,Somewhat biased,Neither biased or unbiased,Mostly biased,Neither biased or unbiased,Somewhat biased,Completely biased,Neither biased or unbiased,Mostly biased,Somewhat biased,Neither biased or unbiased,Mostly biased,Somewhat biased,"Gain information, learn about the news",Somewhat,"Look up author or company. Check what other people have said about them. Also, look for any scandals in news",Somewhat,"Look up author or company. Check what other people have said about them. Also, look for any scandals in news",Extremely,Very,Somewhat,Not at all,Not at all,Not at all,A moderate amount,A moderate amount,Yes,4,Have,Have,Have not,Have not,Have,Have,none,1-2 hrs/day,under 1 hr/day,2+ hrs/day,none,none,2+ hrs/day,don't use,catch up with friends,news/gain information,unwind/relax,don't use,don't use,entertainment,3,Independent,4,6,5,5,20,Female,"Caucasian,Hispanic/Latino",-99,Caucasian,-99,-99,76531,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 20:14,12/1/2021 20:23,IP Address,104.28.124.165,100,574,TRUE,12/1/2021 20:23,R_2zZVEYoRoR5Lwcn,,,,,38.58099365,-121.4938965,anonymous,EN,68281,,,,,Somewhat biased,Neither biased or unbiased,Neither biased or unbiased,Mostly biased,Mostly biased,Neither biased or unbiased,Neither biased or unbiased,Somewhat biased,Neither biased or unbiased,Neither biased or unbiased,Somewhat biased,Somewhat biased,"Gain information, learn about the news",Somewhat,Research before hand and get opinions from others,Very,Make sure the source is credible,Somewhat,A little,Somewhat,A little,Somewhat,Somewhat,A little,A little,Yes,2,Have not,Have not,Have not,Have,Have,Have,under 1 hr/day,under 1 hr/day,1-2 hrs/day,2+ hrs/day,none,none,under 1 hr/day,news/gain information,entertainment,news/gain information,entertainment,don't use,don't use,entertainment,3,Democrat,5,6,3,5,22,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,68281,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 21:09,12/1/2021 21:17,IP Address,107.141.76.232,100,525,TRUE,12/1/2021 21:17,R_29oFjg35ascWnnj,,,,,37.32569885,-120.4999008,anonymous,EN,69445,0,0,249.623,0,Somewhat biased,Mostly biased,Mostly biased,Neither biased or unbiased,Mostly biased,Mostly biased,Neither biased or unbiased,Completely biased,Neither biased or unbiased,Neither biased or unbiased,Mostly biased,Mostly biased,Communicate with other in your community,A little,a quick google search,A little,a quick google search,A little,A little,A little,Not at all,Somewhat,Somewhat,A moderate amount,A moderate amount,No,1,Have not,Have not,Have not,Have,Have,Have,none,1-2 hrs/day,none,2+ hrs/day,none,none,2+ hrs/day,don't use,catch up with friends,don't use,entertainment,don't use,don't use,unwind/relax,Left  1,Democrat,5,0,1,3,21,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,69445,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 21:09,12/1/2021 21:35,IP Address,67.181.148.105,100,1542,TRUE,12/1/2021 21:35,R_3MgMnE1o20ePkRw,,,,,36.9427948,-120.0825958,anonymous,EN,73687,,,,,Neither biased or unbiased,Mostly unbiased,Mostly biased,Completely biased,Completely biased,Mostly biased,Neither biased or unbiased,Somewhat biased,Mostly biased,Completely biased,Somewhat biased,Somewhat unbiased,Communicate with those outside of your direct community,A little,"I check through various platforms such as Twitter, Youtube, and Google to see if the information is consistent through all the platforms.",A little,I make sure the information is credible and the same.,Somewhat,A little,A little,Somewhat,A little,Somewhat,A moderate amount,A great deal,Yes,3,Have not,Have not,Have not,Have,Have,Have,none,2+ hrs/day,2+ hrs/day,none,none,none,2+ hrs/day,don't use,entertainment,entertainment,don't use,don't use,don't use,entertainment,4,Democrat,6,4,1,1,20,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,73687,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 21:39,12/1/2021 22:01,IP Address,169.236.78.23,100,1309,TRUE,12/1/2021 22:01,R_2fwb4S7F3SNbxCK,,,,,37.29719543,-120.4638977,anonymous,EN,78271,52.595,230.335,231.942,8,Somewhat biased,Somewhat biased,Somewhat unbiased,Somewhat biased,Completely biased,Mostly biased,Somewhat unbiased,Somewhat biased,Somewhat unbiased,Somewhat biased,Mostly unbiased,Somewhat biased,Communicate with other in your community,Extremely,"search up on google, read the information from top result and website",Extremely,google and choose top result,Somewhat,Very,Somewhat,Very,Somewhat,Somewhat,A moderate amount,A lot,No,0,Have not,Have not,Have not,Have not,Have not,Have not,none,under 1 hr/day,none,under 1 hr/day,none,none,under 1 hr/day,don't use,catch up with friends,don't use,unwind/relax,don't use,don't use,entertainment,8,Democrat,1,-99,-99,4,18,Female,Other,Asian,Other,asian,-99,78271,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 22:30,12/1/2021 22:39,IP Address,104.222.30.98,100,525,TRUE,12/1/2021 22:39,R_1HqmRtVj66wp0ZP,,,,,37.29719543,-120.4638977,anonymous,EN,73084,0,0,220.858,0,Somewhat biased,Somewhat biased,Somewhat biased,Neither biased or unbiased,Mostly biased,Somewhat biased,Neither biased or unbiased,Mostly biased,Neither biased or unbiased,Somewhat biased,Somewhat biased,Somewhat biased,Communicate with other in your community,Somewhat,look for other articles ,A little,online articles and the news ,Very,A little,A little,A little,Somewhat,A little,A little,A moderate amount,Yes,4,Have,Have not,Have,-99,Have,Have,under 1 hr/day,1-2 hrs/day,1-2 hrs/day,2+ hrs/day,none,none,under 1 hr/day,catch up with friends,unwind/relax,news/gain information,unwind/relax,don't use,don't use,entertainment,2,Democrat,5,6,6,5,20,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,73084,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 22:46,12/1/2021 22:51,IP Address,73.116.238.189,100,248,TRUE,12/1/2021 22:51,R_2XclEizT1mNtP01,,,,,37.34719849,-120.6038971,anonymous,EN,70867,,,,,Somewhat unbiased,Neither biased or unbiased,Neither biased or unbiased,Somewhat biased,Neither biased or unbiased,Somewhat unbiased,Somewhat unbiased,Somewhat biased,Somewhat biased,Somewhat biased,Somewhat biased,Neither biased or unbiased,Communicate with those outside of your direct community,Not at all,,Somewhat,look for key words,A little,Not at all,Not at all,A little,Somewhat,A little,A moderate amount,A moderate amount,No,2,Have,Have,Have,Have,Have,Have,under 1 hr/day,under 1 hr/day,under 1 hr/day,under 1 hr/day,none,none,none,news/gain information,news/gain information,news/gain information,unwind/relax,unwind/relax,unwind/relax,news/gain information,5,Republican,4,3,2,2,21,Male,Asian-American/Pacific Islander,-99,Asian-American/Pacific Islander,-99,-99,70867,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 23:41,12/1/2021 23:55,IP Address,169.236.78.23,100,856,TRUE,12/1/2021 23:55,R_2XgSOTvV1LIX40B,,,,,37.29719543,-120.4638977,anonymous,EN,78913,0,0,226.692,0,Somewhat unbiased,Somewhat biased,Mostly unbiased,Completely biased,Completely biased,Completely biased,Completely unbiased,Completely unbiased,Completely unbiased,Completely biased,Mostly unbiased,Somewhat biased,"Gain information, learn about the news",Somewhat,look up on google,Somewhat,read news,Somewhat,Somewhat,Somewhat,Very,Somewhat,Somewhat,A lot,A great deal,Yes,-99,Have,Have not,Have,Have,Have,Have,none,2+ hrs/day,2+ hrs/day,2+ hrs/day,none,under 1 hr/day,1-2 hrs/day,don't use,entertainment,entertainment,entertainment,don't use,news/gain information,unwind/relax,2,Democrat,3,3,-99,3,18,Male,Asian-American/Pacific Islander,-99,Asian-American/Pacific Islander,-99,-99,78913,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/1/2021 23:56,12/2/2021 0:03,IP Address,169.236.78.22,100,450,TRUE,12/2/2021 0:03,R_s4NzK1udF12jM2d,,,,,37.29719543,-120.4638977,anonymous,EN,73552,,,,,Neither biased or unbiased,Somewhat biased,Somewhat unbiased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Somewhat biased,Neither biased or unbiased,Somewhat unbiased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Share your personal viewpoints on issues,Very,I google it and check various unbiased websites ,Somewhat,I check if they have been reviewed by scholars ,Very,Very,Somewhat,A little,Somewhat,A little,A little,A little,Yes,5,Have,Have,Have,Have,Have,Have,under 1 hr/day,2+ hrs/day,none,under 1 hr/day,none,none,2+ hrs/day,catch up with friends,entertainment,don't use,unwind/relax,don't use,don't use,unwind/relax,6,Democrat,6,8,5,6,21,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,73552,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 0:04,12/2/2021 0:21,IP Address,73.41.10.229,100,989,TRUE,12/2/2021 0:21,R_qQjdjN0uh9i6sNj,,,,,37.32569885,-120.4999008,anonymous,EN,70996,14.801,14.801,248.653,1,Somewhat unbiased,Mostly biased,Somewhat biased,Neither biased or unbiased,Somewhat unbiased,Neither biased or unbiased,Neither biased or unbiased,Mostly biased,Somewhat unbiased,Mostly biased,Somewhat biased,Completely biased,"Gain information, learn about the news",A little,"read further articles, watch news about it, ask others",A little,"read more articles, see what people say",A little,Somewhat,A little,Somewhat,A little,Somewhat,A moderate amount,A little,Yes,2,Have,Have not,Have,Have,Have,Have,under 1 hr/day,under 1 hr/day,2+ hrs/day,1-2 hrs/day,none,none,2+ hrs/day,entertainment,entertainment,entertainment,entertainment,don't use,don't use,unwind/relax,4,Democrat,3,1,-99,-99,22,Female,Asian-American/Pacific Islander,-99,Asian-American/Pacific Islander,-99,-99,70996,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 0:14,12/2/2021 0:21,IP Address,169.236.78.21,100,412,TRUE,12/2/2021 0:21,R_poOD04GN4hcAcCd,,,,,37.29719543,-120.4638977,anonymous,EN,79816,,,,,Somewhat unbiased,Neither biased or unbiased,Somewhat biased,Somewhat biased,Mostly biased,Somewhat biased,Mostly unbiased,Somewhat biased,Completely unbiased,Completely unbiased,Completely unbiased,Somewhat biased,Communicate with those outside of your direct community,Very,I go through google and news reports.,Somewhat,Google,A little,A little,A little,Somewhat,Very,Very,A moderate amount,A little,Yes,3,Have,Have not,Have,Have,Have,Have,none,2+ hrs/day,1-2 hrs/day,2+ hrs/day,none,none,under 1 hr/day,don't use,unwind/relax,news/gain information,entertainment,-99,news/gain information,entertainment,Left  1,Democrat,5,4,5,3,18,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,-99,79816,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 0:50,12/2/2021 0:57,IP Address,104.222.30.98,100,436,TRUE,12/2/2021 0:58,R_27apD0SMJbFODEs,,,,,37.29719543,-120.4638977,anonymous,EN,79306,,,,,Somewhat biased,Somewhat biased,Somewhat biased,Somewhat unbiased,Completely biased,Mostly biased,Somewhat unbiased,Mostly biased,Neither biased or unbiased,Neither biased or unbiased,Somewhat biased,Somewhat biased,Communicate with other in your community,Not at all,,Not at all,,Extremely,Extremely,Somewhat,Extremely,A little,Not at all,A moderate amount,A little,Yes,1,Have,Have not,Have,Have not,Have not,Have,none,under 1 hr/day,none,2+ hrs/day,none,none,1-2 hrs/day,don't use,catch up with friends,don't use,entertainment,don't use,don't use,unwind/relax,5,Democrat,7,3,3,3,21,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,na,79306,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 1:02,12/2/2021 1:13,IP Address,169.236.78.21,100,638,TRUE,12/2/2021 1:13,R_TbjFCkhWeLyXNrX,,,,,37.29719543,-120.4638977,anonymous,EN,73528,,,,,Neither biased or unbiased,Somewhat unbiased,Somewhat unbiased,Neither biased or unbiased,Completely unbiased,Completely biased,Neither biased or unbiased,Completely unbiased,Completely biased,Completely biased,Somewhat unbiased,Completely biased,Communicate with other in your community,Somewhat,I check the source of that news. ,Not at all,,Extremely,Extremely,Somewhat,A little,Somewhat,Extremely,A lot,A lot,Yes,1,Have not,Have not,Have,Have,Have,Have,under 1 hr/day,1-2 hrs/day,none,none,none,none,under 1 hr/day,unwind/relax,unwind/relax,don't use,don't use,don't use,don't use,unwind/relax,Left  1,Democrat,5,3,0,2,20,Male,Asian-American/Pacific Islander,-99,Asian-American/Pacific Islander,-99,I do not have any additional thoughts. ,73528,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 1:11,12/2/2021 1:22,IP Address,108.216.159.229,100,676,TRUE,12/2/2021 1:22,R_2Tu8pAZxYUb5zAt,,,,,37.914505,-122.300705,anonymous,EN,78844,0,0,227.117,0,Mostly biased,Mostly biased,Mostly biased,Neither biased or unbiased,Completely biased,Completely biased,Mostly biased,Completely biased,Mostly biased,Somewhat biased,Mostly biased,Completely biased,Share your personal viewpoints on issues,Somewhat,Independent fact checking sources,Somewhat,Usually through Snopes,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,None at all,None at all,Yes,1,Have not,Have not,Have not,Have not,Have not,Have not,under 1 hr/day,under 1 hr/day,none,none,none,under 1 hr/day,1-2 hrs/day,entertainment,entertainment,don't use,don't use,don't use,entertainment,entertainment,3,Independent,0,5,0,5,23,Male,Caucasian,-99,Caucasian,-99,-99,78844,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 0:25,12/2/2021 1:41,IP Address,174.87.165.96,100,4561,TRUE,12/2/2021 1:41,R_24dULCNQstFmU8e,,,,,37.52340698,-120.8516998,anonymous,EN,74494,4.856,275.448,607.132,3,Mostly biased,Somewhat unbiased,Mostly biased,Completely biased,Completely biased,Mostly biased,Neither biased or unbiased,Somewhat unbiased,Somewhat biased,Mostly biased,Mostly biased,Mostly biased,Communicate with those outside of your direct community,Very,I usually just google questions and find articles,Somewhat,I google and find other posts on social medias,Somewhat,A little,Somewhat,A little,Somewhat,A little,A little,A moderate amount,Yes,6,Have,Have,Have not,Have,Have,Have,none,under 1 hr/day,1-2 hrs/day,under 1 hr/day,none,none,1-2 hrs/day,don't use,catch up with friends,unwind/relax,unwind/relax,don't use,don't use,entertainment,4,Democrat,5,10,7,8,20,Female,Asian-American/Pacific Islander,-99,Asian-American/Pacific Islander,-99,-99,74494,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 1:25,12/2/2021 1:42,IP Address,104.57.18.245,100,1002,TRUE,12/2/2021 1:42,R_2QmL8kAqf0sAOy5,,,,,33.87780762,-118.2136993,anonymous,EN,78433,,,,,Neither biased or unbiased,Somewhat biased,Somewhat unbiased,Completely biased,Completely biased,Mostly biased,Neither biased or unbiased,Completely biased,Mostly biased,Completely biased,Completely biased,Completely biased,"Gain information, learn about the news",Extremely,depend on the type of thing I am trying to check I will go through 2 to 3 articles to actually confirm what I have read.,Extremely,I will go through article after article until I see two or more similar that will confirm what I have read.,A little,A little,A little,Extremely,Somewhat,Not at all,A moderate amount,A little,Yes,3,Have not,Have not,Have not,Have not,Have,Have,none,2+ hrs/day,under 1 hr/day,2+ hrs/day,none,none,none,don't use,entertainment,entertainment,entertainment,don't use,don't use,don't use,8,Republican,4,6,0,-99,24,Female,Hispanic/Latino,-99,Hispanic/Latino,-99,there was a repeated question. everything else what great and the question were simple which made it easy to answer.,78433,BL_1MkFqd4DNpt0Iku,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
12/2/2021 3:08,12/2/2021 3:24,IP Address,73.41.3.103,100,930,TRUE,12/2/2021 3:24,R_1P4NEhoT35ZzHtB,,,,,37.32569885,-120.4999008,anonymous,EN,69433,0,0,342.992,0,Somewhat biased,Neither biased or unbiased,Somewhat biased,Neither biased or unbiased,Mostly biased,Completely biased,Somewhat biased,Somewhat biased,Neither biased or unbiased,Neither biased or unbiased,Neither biased or unbiased,Somewhat biased,Communicate with other in your community,Somewhat,google it or use snopes fact checker,Somewhat,google it or use snopes fact checker,Extremely,Extremely,Somewhat,A little,A little,A little,A moderate amount,A moderate amount,Yes,3,Have not,Have not,Have not,Have,Have,Have,under 1 hr/day,1-2 hrs/day,under 1 hr/day,under 1 hr/day,none,none,none,catch up with friends,catch up with friends,unwind/relax,entertainment,don't use,don't use,entertainment,3,Democrat,4,8,6,7,21,Female,Caucasian,-99,Caucasian,-99,I think one of the photos had the bottom part cut off,69433,Treatment,cons_imm_low|cons_imm_med|cons_imm_hi|cons_crim_low|cons_crim_med|cons_crim_hi|lib_imm_low|lib_imm_med |lib_imm_hi|lib_crim_low|lib_crim_med|lib_crim_hi
